I,O,I_error,O_error,M1_error,M2_error,M3_error
5,25,-1.542729513194688,2.7079158524335902,-0.17319472457227086,0.04227565823399747,0.14538570732541306
5,25,-1.5613829727774364,3.8899250917598707,-0.17881687750493502,0.050983816634510695,0.14501154979843378
5,25,-1.5799696476184204,4.46891640322448,-0.18161623876268035,0.05295249924579505,0.1459960509544877
5,25,-1.5909580242207362,5.054811935836895,-0.1862382354895974,0.05720648216322733,0.14338665041723658
5,25,-1.5774360078142804,5.395587358605589,-0.18494934444164884,0.0610363021721351,0.13828430461303565
5,25,-1.4816152166916394,5.945485165739953,-0.17731570177895817,0.06582276084172303,0.1269791565177053
5,25,-1.50937028395047,6.34301224510795,-0.1829039659550808,0.06787616598652471,0.13164357235064789
5,25,-1.5704014207277526,6.513813643232709,-0.18762822776040805,0.06821323446710212,0.13717954954028116
5,25,-1.53047646683346,6.512029426032058,-0.1856667075160795,0.06821678376966338,0.12925751701627686
5,25,-1.506428042264342,7.001494104053762,-0.18438861688033037,0.07195779848360231,0.12531467497763482
5,25,-1.4908644883838287,6.914365904014115,-0.18173020722091948,0.07286928728646534,0.12698220112515934
5,25,-1.5084096053356353,6.836497689478357,-0.18471073476300148,0.07227492654689986,0.1292991503119143
5,25,-1.5588850535604362,7.044716057695517,-0.18914216479395524,0.07155709965156187,0.13397582745933406
5,25,-1.5846770720495291,7.0792702205942994,-0.19235489530921523,0.07138226858781377,0.13335832670055853
5,25,-1.5361364531076616,7.160250484359953,-0.18783626151041083,0.07460835974167872,0.12827864052435134
5,25,-1.5305898538401852,7.0468759752432,-0.1876108341720253,0.07391714455988833,0.13074333332366955
5,25,-1.5688658675750142,6.873056178448081,-0.18922332518031543,0.07145096471032293,0.13565203641643525
5,25,-1.6011683362118188,6.824010042108867,-0.19315706967130686,0.06978255192417776,0.13921943856952518
5,25,-1.5877417027616438,6.510248418930541,-0.19075867185583018,0.06766865618880501,0.13537313180289684
5,25,-1.5804063769612409,6.667504490782601,-0.18972265872161898,0.07110627516865146,0.13429048678504318
5,25,-1.5495862698322407,6.850907090128821,-0.18823685808366197,0.07246313557361178,0.13413246736195994
5,25,-1.568112988070987,6.528864530186329,-0.18898984107187333,0.06845092791152281,0.13738970046828708
5,25,-1.618482375705132,6.436835833304922,-0.19203271292835927,0.06687586625775967,0.14127125395296142
5,25,-1.6178336258740433,6.4453150738530205,-0.19430013828881687,0.0679591712218569,0.13899862284512154
5,25,-1.5819494719631386,6.658717219582531,-0.1902272868495336,0.0714252858104283,0.13461666749119117
5,25,-1.5917144511672232,6.94465622667504,-0.19228726774875743,0.0724492271600048,0.13816194386667957
5,25,-1.5806028914915036,6.718005907115309,-0.190828435512562,0.0689134498209122,0.13771854234268222
5,25,-1.5425743729295913,6.612284763225919,-0.18636639701147079,0.06868688405375228,0.13342317685533184
5,25,-1.567364397154818,6.6741041994542805,-0.18857087869802147,0.0716752418875403,0.1333567283061377
5,25,-1.5820397751770567,7.132390356231063,-0.19280705350613797,0.07317530591477214,0.13327401945340722
5,25,-1.6014363168906582,6.847147830155944,-0.19339913059009262,0.06956448286840954,0.1392982713372043
5,25,-1.5553480960067674,6.390268256612423,-0.1857795180571431,0.06719475286032618,0.136607952621713
5,25,-1.5997750149852212,6.306127651163923,-0.1922247388414028,0.06914042305712173,0.13942913264389611
5,25,-1.6183005788400378,6.724343958791273,-0.19398292860126287,0.0702035618529588,0.1384861413496825
5,25,-1.551846530275638,6.722128938471549,-0.1877135990831868,0.0687124426961424,0.13162628790359748
5,25,-1.5058033559781023,6.387065072376288,-0.18194800402984962,0.06756156067345633,0.13046082608772513
5,25,-1.5367886113281184,6.230024684706002,-0.18369301881230826,0.06845651473411596,0.13463897284297005
5,25,-1.6088357179281285,6.737530662004904,-0.19474777140538635,0.07081775245608775,0.14034908658399348
5,25,-1.619956054290964,6.741174614649712,-0.1930611019815005,0.0686601341869238,0.13899341776622837
5,25,-1.5884527614930226,6.249463855209925,-0.189980940171821,0.06655992283893988,0.13724396907283437
5,25,-1.5932053237149963,6.192570422262349,-0.19011895463205947,0.06794148341158145,0.13910748546469726
5,25,-1.6049732932574319,6.552605525105797,-0.19174954995328547,0.07039290109276966,0.14106771393707984
5,25,-1.6423059461184888,6.47807116430641,-0.19636515335150678,0.06741580812793588,0.1452574825626688
5,25,-1.614351324925412,6.427120599875359,-0.1927325715387171,0.0668077983213185,0.1393209816274753
5,25,-1.5803003784840737,6.724666231658336,-0.19031211239058643,0.07139051991181514,0.13446698921358996
5,25,-1.5105622873045572,7.0041067778179205,-0.18519412078429082,0.07363299554004063,0.1275477785360764
5,25,-1.5249709910067422,6.931328787797209,-0.1850688204151244,0.07256821948648205,0.1307814789515312
5,25,-1.5666227412552178,6.887544824397725,-0.18982183896649302,0.07040797529118148,0.135357483734852
5,25,-1.5563885813820937,6.87177852286808,-0.18950716932508993,0.07043379253506923,0.13199194306284928
5,25,-1.5591893095228233,6.850009996956768,-0.18829715935449076,0.07219012350905785,0.13147767084809753
5,25,-1.5106628811154366,7.092005598138048,-0.18503598054373416,0.0742791545810021,0.1266164946095517
5,25,-1.5312099526605811,7.153424165047184,-0.18795887915996845,0.07392799863212304,0.130957883930378
5,25,-1.5836492395932664,7.05989114173606,-0.19153925637207864,0.07086094425976296,0.13701832298078093
5,25,-1.5555322081007752,6.884697465884415,-0.18870426870413937,0.07295737989812168,0.13159846723366947
5,25,-1.5636222187666098,7.078916241933683,-0.19089605435397078,0.07486540101129648,0.13118241059930857
5,25,-1.5300905509518348,7.287502454472449,-0.18683660415878478,0.0731205625004784,0.1288440285638986
5,25,-1.5337700902695017,7.067187732585538,-0.18762282455134482,0.07163185308464005,0.13127758580650845
5,25,-1.5727973742887844,7.014819362696496,-0.19118039909484108,0.07310931252411441,0.13572763455484488
5,25,-1.5326779466985059,7.159176919291241,-0.186848955869435,0.07486228324252434,0.12803114014159672
5,25,-1.5314438748998462,7.4096561540029455,-0.18872734705957772,0.07592793462741972,0.1270439075711644
5,25,-1.4823796513919278,7.212089726924056,-0.18256792942114802,0.07278538407326651,0.12259078451788497
5,25,-1.444087517884972,7.101515287185411,-0.1783227815515971,0.07240996079402702,0.12107869537995564
5,25,-1.5036385694135994,7.106885468854376,-0.18439528547080714,0.07491133883112215,0.127968872123854
